size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
large,svm,gpn,Heart_Left_Ventricle,1030,no,0.4,0.4,1.0,0.57
small,xgboost,gpn,Nerve_Tibial,17,no,0.41,0.43,0.51,0.47
small,lightgbm,gpn,Nerve_Tibial,17,no,0.45,0.46,0.51,0.49
small,random forest,gpn,Nerve_Tibial,17,no,0.39,0.42,0.55,0.48
small,knn,gpn,Nerve_Tibial,17,no,0.5,0.5,1.0,0.67
small,svm,gpn,Nerve_Tibial,17,no,0.5,0.5,1.0,0.67
middle,xgboost,gpn,Nerve_Tibial,17,no,0.51,0.58,0.52,0.55
middle,lightgbm,gpn,Nerve_Tibial,17,no,0.5,0.56,0.6,0.58
middle,random forest,gpn,Nerve_Tibial,17,no,0.48,0.55,0.52,0.54
middle,knn,gpn,Nerve_Tibial,17,no,0.43,0.51,0.55,0.53
middle,svm,gpn,Nerve_Tibial,17,no,0.46,0.54,0.44,0.49
large,xgboost,gpn,Nerve_Tibial,17,no,0.45,0.41,0.5,0.45
large,lightgbm,gpn,Nerve_Tibial,17,no,0.53,0.48,0.54,0.51
large,random forest,gpn,Nerve_Tibial,17,no,0.51,0.47,0.54,0.5
large,knn,gpn,Nerve_Tibial,17,no,0.54,0.5,0.59,0.54
large,svm,gpn,Nerve_Tibial,17,no,0.45,0.45,1.0,0.62
small,xgboost,gpn,Nerve_Tibial,510,no,0.5,0.51,0.62,0.56
small,lightgbm,gpn,Nerve_Tibial,510,no,0.43,0.44,0.48,0.46
small,random forest,gpn,Nerve_Tibial,510,no,0.49,0.5,0.66,0.57
small,knn,gpn,Nerve_Tibial,510,no,0.47,0.48,0.74,0.58
small,svm,gpn,Nerve_Tibial,510,no,0.5,0.5,1.0,0.67
middle,xgboost,gpn,Nerve_Tibial,510,no,0.56,0.64,0.52,0.57
middle,lightgbm,gpn,Nerve_Tibial,510,no,0.46,0.54,0.52,0.53
middle,random forest,gpn,Nerve_Tibial,510,no,0.43,0.51,0.5,0.5
middle,knn,gpn,Nerve_Tibial,510,no,0.48,0.54,0.71,0.61
middle,svm,gpn,Nerve_Tibial,510,no,0.57,0.57,1.0,0.73
large,xgboost,gpn,Nerve_Tibial,510,no,0.52,0.48,0.59,0.53
large,lightgbm,gpn,Nerve_Tibial,510,no,0.53,0.48,0.54,0.51
large,random forest,gpn,Nerve_Tibial,510,no,0.44,0.38,0.38,0.38
large,knn,gpn,Nerve_Tibial,510,no,0.58,0.54,0.59,0.56
large,svm,gpn,Nerve_Tibial,510,no,0.45,0.45,1.0,0.62
small,xgboost,gpn,Nerve_Tibial,1030,no,0.47,0.48,0.48,0.48
small,lightgbm,gpn,Nerve_Tibial,1030,no,0.49,0.5,0.51,0.5
small,random forest,gpn,Nerve_Tibial,1030,no,0.49,0.5,0.66,0.57
small,knn,gpn,Nerve_Tibial,1030,no,0.5,0.5,1.0,0.67
small,svm,gpn,Nerve_Tibial,1030,no,0.5,0.5,1.0,0.67
middle,xgboost,gpn,Nerve_Tibial,1030,no,0.48,0.55,0.5,0.52
middle,lightgbm,gpn,Nerve_Tibial,1030,no,0.46,0.54,0.52,0.53
middle,random forest,gpn,Nerve_Tibial,1030,no,0.51,0.57,0.6,0.58
