size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
large,random forest,hyena,Nerve_Tibial,1030,no,0.42,0.38,0.45,0.41
large,knn,hyena,Nerve_Tibial,1030,no,0.59,0.55,0.61,0.58
large,svm,hyena,Nerve_Tibial,1030,no,0.45,0.45,1.0,0.62
small,xgboost,hyena,Esophagus_Mucosa,17,yes,0.48,0.43,0.52,0.47
small,lightgbm,hyena,Esophagus_Mucosa,17,yes,0.51,0.45,0.52,0.48
small,random forest,hyena,Esophagus_Mucosa,17,yes,0.55,0.5,0.52,0.51
small,knn,hyena,Esophagus_Mucosa,17,yes,0.53,0.0,0.0,0.0
small,svm,hyena,Esophagus_Mucosa,17,yes,0.55,0.0,0.0,0.0
middle,xgboost,hyena,Esophagus_Mucosa,17,yes,0.61,0.68,0.58,0.62
middle,lightgbm,hyena,Esophagus_Mucosa,17,yes,0.53,0.59,0.55,0.57
middle,random forest,hyena,Esophagus_Mucosa,17,yes,0.59,0.64,0.62,0.63
middle,knn,hyena,Esophagus_Mucosa,17,yes,0.48,0.55,0.34,0.42
middle,svm,hyena,Esophagus_Mucosa,17,yes,0.55,0.55,1.0,0.71
large,xgboost,hyena,Esophagus_Mucosa,17,yes,0.62,0.59,0.59,0.59
large,lightgbm,hyena,Esophagus_Mucosa,17,yes,0.62,0.59,0.59,0.59
large,random forest,hyena,Esophagus_Mucosa,17,yes,0.66,0.65,0.56,0.6
large,knn,hyena,Esophagus_Mucosa,17,yes,0.5,0.47,0.64,0.54
large,svm,hyena,Esophagus_Mucosa,17,yes,0.65,0.6,0.72,0.65
small,xgboost,hyena,Esophagus_Mucosa,510,yes,0.6,0.64,0.42,0.51
small,lightgbm,hyena,Esophagus_Mucosa,510,yes,0.55,0.6,0.28,0.38
small,random forest,hyena,Esophagus_Mucosa,510,yes,0.67,0.76,0.47,0.58
small,knn,hyena,Esophagus_Mucosa,510,yes,0.53,0.6,0.14,0.23
small,svm,hyena,Esophagus_Mucosa,510,yes,0.51,0.0,0.0,0.0
middle,xgboost,hyena,Esophagus_Mucosa,510,yes,0.51,0.45,0.63,0.52
middle,lightgbm,hyena,Esophagus_Mucosa,510,yes,0.59,0.51,0.72,0.6
middle,random forest,hyena,Esophagus_Mucosa,510,yes,0.55,0.48,0.59,0.53
middle,knn,hyena,Esophagus_Mucosa,510,yes,0.38,0.36,0.59,0.44
middle,svm,hyena,Esophagus_Mucosa,510,yes,0.42,0.42,1.0,0.59
large,xgboost,hyena,Esophagus_Mucosa,510,yes,0.58,0.57,0.55,0.56
large,lightgbm,hyena,Esophagus_Mucosa,510,yes,0.64,0.64,0.6,0.62
large,random forest,hyena,Esophagus_Mucosa,510,yes,0.7,0.67,0.77,0.72
large,knn,hyena,Esophagus_Mucosa,510,yes,0.54,0.52,0.67,0.59
large,svm,hyena,Esophagus_Mucosa,510,yes,0.59,0.57,0.67,0.62
small,xgboost,hyena,Esophagus_Mucosa,1030,yes,0.65,0.9,0.41,0.57
small,lightgbm,hyena,Esophagus_Mucosa,1030,yes,0.58,0.68,0.45,0.55
small,random forest,hyena,Esophagus_Mucosa,1030,yes,0.51,0.63,0.29,0.4
small,knn,hyena,Esophagus_Mucosa,1030,yes,0.48,1.0,0.08,0.15
small,svm,hyena,Esophagus_Mucosa,1030,yes,0.44,0.0,0.0,0.0
middle,xgboost,hyena,Esophagus_Mucosa,1030,yes,0.69,0.62,0.73,0.68
middle,lightgbm,hyena,Esophagus_Mucosa,1030,yes,0.69,0.64,0.69,0.66
middle,random forest,hyena,Esophagus_Mucosa,1030,yes,0.75,0.67,0.82,0.74
middle,knn,hyena,Esophagus_Mucosa,1030,yes,0.59,0.53,0.69,0.6
middle,svm,hyena,Esophagus_Mucosa,1030,yes,0.63,0.54,1.0,0.7
large,xgboost,hyena,Esophagus_Mucosa,1030,yes,0.66,0.8,0.62,0.7
large,lightgbm,hyena,Esophagus_Mucosa,1030,yes,0.7,0.8,0.7,0.75
large,random forest,hyena,Esophagus_Mucosa,1030,yes,0.69,0.79,0.68,0.73
large,knn,hyena,Esophagus_Mucosa,1030,yes,0.61,0.7,0.68,0.69
large,svm,hyena,Esophagus_Mucosa,1030,yes,0.69,0.69,0.9,0.78
small,xgboost,hyena,Heart_Left_Ventricle,17,yes,0.6,0.61,0.78,0.68
small,lightgbm,hyena,Heart_Left_Ventricle,17,yes,0.6,0.59,0.92,0.72
small,random forest,hyena,Heart_Left_Ventricle,17,yes,0.6,0.6,0.85,0.7
small,knn,hyena,Heart_Left_Ventricle,17,yes,0.56,0.56,1.0,0.71
small,svm,hyena,Heart_Left_Ventricle,17,yes,0.56,0.56,1.0,0.71
middle,xgboost,hyena,Heart_Left_Ventricle,17,yes,0.57,0.53,0.66,0.59
middle,lightgbm,hyena,Heart_Left_Ventricle,17,yes,0.57,0.53,0.66,0.59
middle,random forest,hyena,Heart_Left_Ventricle,17,yes,0.61,0.6,0.5,0.54
middle,knn,hyena,Heart_Left_Ventricle,17,yes,0.34,0.27,0.25,0.26
middle,svm,hyena,Heart_Left_Ventricle,17,yes,0.5,0.46,0.58,0.51
large,xgboost,hyena,Heart_Left_Ventricle,17,yes,0.56,0.58,0.6,0.59
large,lightgbm,hyena,Heart_Left_Ventricle,17,yes,0.5,0.52,0.56,0.54
large,random forest,hyena,Heart_Left_Ventricle,17,yes,0.45,0.48,0.56,0.52
large,knn,hyena,Heart_Left_Ventricle,17,yes,0.52,0.52,1.0,0.68
large,svm,hyena,Heart_Left_Ventricle,17,yes,0.52,0.52,1.0,0.68
small,xgboost,hyena,Heart_Left_Ventricle,510,yes,0.68,0.7,0.8,0.75
small,lightgbm,hyena,Heart_Left_Ventricle,510,yes,0.64,0.66,0.8,0.72
small,random forest,hyena,Heart_Left_Ventricle,510,yes,0.68,0.68,0.86,0.76
small,knn,hyena,Heart_Left_Ventricle,510,yes,0.6,0.6,1.0,0.75
small,svm,hyena,Heart_Left_Ventricle,510,yes,0.6,0.6,1.0,0.75
middle,xgboost,hyena,Heart_Left_Ventricle,510,yes,0.61,0.75,0.56,0.64
middle,lightgbm,hyena,Heart_Left_Ventricle,510,yes,0.57,0.69,0.56,0.62
middle,random forest,hyena,Heart_Left_Ventricle,510,yes,0.57,0.77,0.43,0.56
middle,knn,hyena,Heart_Left_Ventricle,510,yes,0.38,0.0,0.0,0.0
middle,svm,hyena,Heart_Left_Ventricle,510,yes,0.38,0.0,0.0,0.0
large,xgboost,hyena,Heart_Left_Ventricle,510,yes,0.56,0.65,0.57,0.61
large,lightgbm,hyena,Heart_Left_Ventricle,510,yes,0.68,0.77,0.65,0.7
large,random forest,hyena,Heart_Left_Ventricle,510,yes,0.7,0.7,0.84,0.77
large,knn,hyena,Heart_Left_Ventricle,510,yes,0.54,0.57,0.92,0.7
large,svm,hyena,Heart_Left_Ventricle,510,yes,0.59,0.59,1.0,0.74
small,xgboost,hyena,Heart_Left_Ventricle,1030,yes,0.56,0.76,0.65,0.7
small,lightgbm,hyena,Heart_Left_Ventricle,1030,yes,0.64,0.76,0.8,0.78
small,random forest,hyena,Heart_Left_Ventricle,1030,yes,0.64,0.78,0.75,0.76
small,knn,hyena,Heart_Left_Ventricle,1030,yes,0.8,0.8,1.0,0.88
small,svm,hyena,Heart_Left_Ventricle,1030,yes,0.56,0.76,0.65,0.7
middle,xgboost,hyena,Heart_Left_Ventricle,1030,yes,0.53,0.66,0.5,0.57
middle,lightgbm,hyena,Heart_Left_Ventricle,1030,yes,0.57,0.66,0.62,0.64
middle,random forest,hyena,Heart_Left_Ventricle,1030,yes,0.61,0.75,0.56,0.64
middle,knn,hyena,Heart_Left_Ventricle,1030,yes,0.38,0.5,0.25,0.33
middle,svm,hyena,Heart_Left_Ventricle,1030,yes,0.5,1.0,0.18,0.31
large,xgboost,hyena,Heart_Left_Ventricle,1030,yes,0.56,0.45,0.64,0.53
large,lightgbm,hyena,Heart_Left_Ventricle,1030,yes,0.59,0.48,0.7,0.57
large,random forest,hyena,Heart_Left_Ventricle,1030,yes,0.54,0.44,0.7,0.54
large,knn,hyena,Heart_Left_Ventricle,1030,yes,0.38,0.38,1.0,0.55
large,svm,hyena,Heart_Left_Ventricle,1030,yes,0.56,0.47,0.94,0.62
small,xgboost,hyena,Nerve_Tibial,17,yes,0.56,0.6,0.6,0.6
small,lightgbm,hyena,Nerve_Tibial,17,yes,0.58,0.61,0.64,0.62
small,random forest,hyena,Nerve_Tibial,17,yes,0.6,0.64,0.64,0.64
small,knn,hyena,Nerve_Tibial,17,yes,0.54,0.54,1.0,0.7
small,svm,hyena,Nerve_Tibial,17,yes,0.54,0.54,1.0,0.7
middle,xgboost,hyena,Nerve_Tibial,17,yes,0.64,0.58,0.7,0.63
middle,lightgbm,hyena,Nerve_Tibial,17,yes,0.66,0.6,0.7,0.64
middle,random forest,hyena,Nerve_Tibial,17,yes,0.61,0.55,0.73,0.62
middle,knn,hyena,Nerve_Tibial,17,yes,0.54,0.49,0.86,0.62
middle,svm,hyena,Nerve_Tibial,17,yes,0.57,0.51,0.6,0.55
large,xgboost,hyena,Nerve_Tibial,17,yes,0.56,0.59,0.6,0.59
large,lightgbm,hyena,Nerve_Tibial,17,yes,0.56,0.6,0.55,0.57
large,random forest,hyena,Nerve_Tibial,17,yes,0.48,0.51,0.46,0.49
large,knn,hyena,Nerve_Tibial,17,yes,0.56,0.63,0.43,0.51
large,svm,hyena,Nerve_Tibial,17,yes,0.53,0.53,1.0,0.69
small,xgboost,hyena,Nerve_Tibial,510,yes,0.6,0.65,0.6,0.62
small,lightgbm,hyena,Nerve_Tibial,510,yes,0.65,0.66,0.72,0.69
small,random forest,hyena,Nerve_Tibial,510,yes,0.52,0.54,0.76,0.63
small,knn,hyena,Nerve_Tibial,510,yes,0.54,0.54,1.0,0.7
small,svm,hyena,Nerve_Tibial,510,yes,0.54,0.54,1.0,0.7
middle,xgboost,hyena,Nerve_Tibial,510,yes,0.73,0.78,0.78,0.78
middle,lightgbm,hyena,Nerve_Tibial,510,yes,0.73,0.79,0.75,0.77
middle,random forest,hyena,Nerve_Tibial,510,yes,0.7,0.76,0.73,0.75
middle,knn,hyena,Nerve_Tibial,510,yes,0.61,0.68,0.68,0.68
middle,svm,hyena,Nerve_Tibial,510,yes,0.6,0.6,1.0,0.75
large,xgboost,hyena,Nerve_Tibial,510,yes,0.61,0.68,0.65,0.66
large,lightgbm,hyena,Nerve_Tibial,510,yes,0.62,0.7,0.63,0.66
large,random forest,hyena,Nerve_Tibial,510,yes,0.57,0.66,0.56,0.6
large,knn,hyena,Nerve_Tibial,510,yes,0.49,0.6,0.4,0.48
large,svm,hyena,Nerve_Tibial,510,yes,0.63,0.63,0.9,0.74
small,xgboost,hyena,Nerve_Tibial,1030,yes,0.54,0.54,0.7,0.61
small,lightgbm,hyena,Nerve_Tibial,1030,yes,0.6,0.6,0.75,0.66
small,random forest,hyena,Nerve_Tibial,1030,yes,0.5,0.51,0.62,0.56
small,knn,hyena,Nerve_Tibial,1030,yes,0.39,0.44,0.7,0.54
small,svm,hyena,Nerve_Tibial,1030,yes,0.52,0.52,1.0,0.68
middle,xgboost,hyena,Nerve_Tibial,1030,yes,0.55,0.55,0.64,0.59
middle,lightgbm,hyena,Nerve_Tibial,1030,yes,0.63,0.61,0.7,0.65
middle,random forest,hyena,Nerve_Tibial,1030,yes,0.63,0.62,0.67,0.64
middle,knn,hyena,Nerve_Tibial,1030,yes,0.51,0.51,0.64,0.57
middle,svm,hyena,Nerve_Tibial,1030,yes,0.5,0.5,1.0,0.66
large,xgboost,hyena,Nerve_Tibial,1030,yes,0.62,0.6,0.55,0.58
large,lightgbm,hyena,Nerve_Tibial,1030,yes,0.63,0.6,0.59,0.6
large,random forest,hyena,Nerve_Tibial,1030,yes,0.6,0.57,0.53,0.55
large,knn,hyena,Nerve_Tibial,1030,yes,0.47,0.42,0.38,0.4
large,svm,hyena,Nerve_Tibial,1030,yes,0.46,0.46,1.0,0.63
